htsfFile,baseName,techName,fastq
/proj/mckaylab/users/astutzman/hic-analyses/juicer/AS1-21_juicer-output/wing-hicdata/fastq/Wing-HiC-Rep1_R1.fastq.gz,yw-3LW-wing-HiC,yw-3LW-wing-HiC_rep1,Wing-HiC-Rep1
